time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2015-04-05T19:15:11.200Z,19.2691,-67.4828,16,3.1,Md,12,309.6,0.87136583,0.25,pr,pr15095003,2015-04-06T03:18:02.831Z,"95km NNW of San Antonio, Puerto Rico",earthquake
2015-04-05T19:08:38.300Z,36.1867,-97.0311,5.511,2.7,ml,,60,,0.39,us,us10001u5k,2015-04-06T22:48:30.704Z,"8km NNE of Stillwater, Oklahoma",earthquake
2015-04-05T18:46:31.800Z,18.6525,-66.208,38,2.6,Md,13,208.8,0.35034296,0.3,pr,pr15095002,2015-04-06T02:49:11.066Z,"22km N of Levittown, Puerto Rico",earthquake
2015-04-05T17:27:51.880Z,-0.8859,120.3758,15.9,4.6,mb,,100,2.024,1.07,us,us10001u4r,2015-04-06T01:30:34.912Z,"56km E of Palu, Indonesia",earthquake
2015-04-05T15:43:25.350Z,36.9234,-97.6198,5,2.5,mb_lg,,46,0.144,0.31,us,us10001u48,2015-04-06T13:37:21.068Z,"12km S of Caldwell, Kansas",earthquake
2015-04-05T15:27:23.000Z,66.3787,-153.3546,5,2.8,ml,,,,0.63,ak,ak11547102,2015-04-14T01:22:41.041Z,"36km WSW of New Allakaket, Alaska",earthquake
2015-04-05T14:41:39.000Z,56.5439,-154.7309,51.9,2.5,ml,,,,0.27,ak,ak11552745,2015-04-14T01:25:49.943Z,"97km NE of Chirikof Island, Alaska",earthquake
2015-04-05T13:51:46.000Z,-24.224,-67.043,195,4.4,mb,,,,0.9,us,us10001u40,2015-04-05T21:54:20.507Z,"73km W of San Antonio de los Cobres, Argentina",earthquake
2015-04-05T13:23:52.100Z,19.7483,-156.1013,10,4.5,Ml,,244.8,0.25152828,0.17,hv,hv60887176,2015-04-14T00:35:07.590Z,"7km W of Kalaoa, Hawaii",earthquake
2015-04-05T13:07:41.000Z,52.81,-168.7119,49.9,2.6,ml,,,,0.29,ak,ak11552733,2015-04-14T01:25:13.221Z,"17km SE of Nikolski, Alaska",earthquake
2015-04-05T13:00:44.210Z,-9.2916,110.3076,44.84,4.7,mb,,85,1.386,0.71,us,us10001u3t,2015-04-05T21:03:15.389Z,"148km S of Bambanglipuro, Indonesia",earthquake
2015-04-05T12:40:49.430Z,36.3596,-97.4013,5,2.8,mb_lg,,40,0.43,0.33,us,us10001u3q,2015-04-06T08:23:21.981Z,"12km NW of Perry, Oklahoma",earthquake
2015-04-05T11:25:01.000Z,52.9821,-168.0445,45.5,3,ml,,,,0.5,ak,ak11547011,2015-04-14T01:24:29.458Z,"55km E of Nikolski, Alaska",earthquake
2015-04-05T10:22:21.950Z,36.4626,-97.3374,5,3.1,mb_lg,,28,0.316,0.53,us,us10001u3f,2015-04-06T08:11:09.847Z,"19km NNW of Perry, Oklahoma",earthquake
2015-04-05T10:21:06.300Z,18.596,-66.6808,27,2.8,Md,8,219.6,0.18595126,0.25,pr,pr15095001,2015-04-05T18:23:37.502Z,"14km NNE of Arecibo, Puerto Rico",earthquake
2015-04-05T10:16:58.900Z,20.1348,-155.8103,25.8,3.3,Ml,,140.4,0.03593261,0.11,hv,hv60887101,2015-04-06T21:58:03.945Z,"11km S of Kapaau, Hawaii",earthquake
2015-04-05T09:47:56.550Z,-2.0264,128.1163,48.77,4.6,mb,,73,2.878,0.62,us,us10001u3c,2015-04-05T17:50:32.671Z,"89km SSE of Laiwui, Indonesia",earthquake
2015-04-05T08:59:58.600Z,20.1345,-155.808,25.4,2.7,Ml,,277.2,0.02694946,0.14,hv,hv60887076,2015-04-06T17:02:21.857Z,"11km S of Kapaau, Hawaii",earthquake
2015-04-05T08:35:34.770Z,-5.4159,152.6374,35,5.3,mb,,82,1.305,1.04,us,us10001u30,2015-04-05T16:38:09.281Z,"113km SSW of Taron, Papua New Guinea",earthquake
2015-04-05T06:55:09.300Z,16.6248,-98.2072,39.24,4.8,mb,,148,0.993,0.76,us,us10001u2u,2015-04-05T07:30:53.096Z,"6km W of San Juan Cacahuatepec, Mexico",earthquake
2015-04-05T05:48:05.700Z,19.2516,-64.61,42,3.1,Md,9,291.6,0.83004332,0.25,pr,pr15095000,2015-04-05T13:50:47.718Z,"92km N of Road Town, British Virgin Islands",earthquake
2015-04-05T05:43:08.430Z,12.9722,-89.8302,35,4.3,mb,,175,0.918,0.92,us,us10001u2n,2015-04-05T13:46:13.222Z,"68km S of Acajutla, El Salvador",earthquake
2015-04-05T05:10:47.180Z,36.2816,-97.5164,5,2.5,mb_lg,,61,0.437,0.41,us,us10001u2g,2015-04-05T13:13:25.223Z,"20km W of Perry, Oklahoma",earthquake
2015-04-05T04:49:13.550Z,36.4934,-97.1758,3.65,3.1,mb_lg,,49,0.27,0.51,us,us10001u2c,2015-04-05T08:36:41.476Z,"23km SSE of Tonkawa, Oklahoma",earthquake
2015-04-05T04:37:57.640Z,24.5667,122.7309,105.18,4.2,mb,,53,0.274,0.59,us,us10001u26,2015-04-05T05:06:25.514Z,"29km WNW of Yonakuni, Japan",earthquake
2015-04-05T01:36:44.000Z,52.8543,-162.3037,25.7,2.7,ml,,,,0.38,ak,ak11552666,2015-04-14T01:24:54.968Z,"233km SSE of False Pass, Alaska",earthquake
2015-04-05T01:25:13.000Z,53.2662,-164.1384,35.6,2.9,ml,,,,0.35,ak,ak11546855,2015-04-14T01:22:22.355Z,"144km SE of Akutan, Alaska",earthquake
2015-04-05T01:19:12.620Z,48.3058333,-121.854,0.01,2.7,ml,30,45,0.121,0.23,uw,uw60993561,2015-04-06T18:01:28.035Z,"19km NE of Arlington Heights, Washington",earthquake
2015-04-05T00:47:05.000Z,64.3142,-136.971,12.8,2.5,ml,,,,0.55,ak,ak11546843,2015-04-14T01:22:03.094Z,"96km NNW of Mayo, Canada",earthquake
2015-04-05T00:07:49.630Z,12.7263,-88.1215,72.38,5,mb,,107,1.045,1.25,us,us10001u1e,2015-04-05T21:19:32.040Z,"52km S of Intipuca, El Salvador",earthquake
2015-04-04T23:25:05.000Z,55.5093,-164.9832,15,2.6,ml,14,248.399980128001,,0.68,ak,ak11550772,2015-04-10T20:33:07.685Z,"123km NW of False Pass, Alaska",earthquake
2015-04-04T20:56:41.000Z,51.4034,-179.7824,52.3,2.6,ml,8,194.399984448001,,0.37,ak,ak11550757,2015-04-10T20:33:25.525Z,"49km WNW of Amatignak Island, Alaska",earthquake
2015-04-04T20:17:21.570Z,36.3574,-97.0986,1.33,2.6,mb_lg,,53,0.366,0.32,us,us10001u07,2015-04-05T01:31:09.721Z,"18km ENE of Perry, Oklahoma",earthquake
2015-04-04T20:10:28.000Z,51.4084,-178.1605,45.6,3.2,ml,19,197.999984160001,,0.46,ak,ak11546521,2015-04-10T20:32:20.667Z,"52km S of Tanaga Volcano, Alaska",earthquake
2015-04-04T19:20:23.000Z,62.7002,-149.1813,64.5,2.9,ml,,,,0.57,ak,ak11546492,2015-04-10T20:31:40.435Z,"63km NE of Talkeetna, Alaska",earthquake
2015-04-04T17:48:47.830Z,-6.0822,130.6681,109.94,5.1,mwb,,21,1.989,1.05,us,us10001tzj,2015-04-07T18:02:35.700Z,"218km NNW of Saumlaki, Indonesia",earthquake
2015-04-04T17:47:25.990Z,37.2127,-98.0504,6.86,2.5,mb_lg,,99,0.065,0.35,us,us10001u7i,2015-04-07T17:27:28.967Z,"6km NNW of Anthony, Kansas",earthquake
2015-04-04T17:28:24.000Z,52.0339,-173.8876,16.1,2.7,ml,,,,0.4,ak,ak11546299,2015-04-10T20:31:20.949Z,"28km SE of Atka, Alaska",earthquake
2015-04-04T17:20:26.110Z,38.3634,-93.7408,2.12,2.5,mb_lg,,41,0.748,0.86,us,us10001tz8,2015-04-10T22:20:25.203Z,"3km E of Clinton, Missouri",earthquake
2015-04-04T16:52:35.000Z,69.1138,-144.7097,17.8,2.6,ml,,,,0.68,ak,ak11546272,2015-04-10T20:31:02.365Z,"115km NNE of Arctic Village, Alaska",earthquake
2015-04-04T16:15:59.880Z,35.9659,-96.7936,3.93,2.7,mb_lg,,31,0.01,0.51,us,us10001u7c,2015-04-06T01:25:21.336Z,"3km SW of Cushing, Oklahoma",earthquake
2015-04-04T14:54:45.540Z,34.3253333,-118.5538333,6.42,3.13,ml,119,20,0.0494,0.34,ci,ci37356432,2015-04-08T01:28:01.050Z,"8km NW of Granada Hills, California",earthquake
2015-04-04T14:52:51.770Z,34.3206667,-118.5573333,7.78,2.85,ml,77,27,0.05249,0.3,ci,ci37356424,2015-04-10T17:04:08.266Z,"8km NW of Granada Hills, California",earthquake
2015-04-04T13:31:52.800Z,19.4965,-66.0705,53,3.4,Md,7,280.8,1.10313117,0.28,pr,pr15094004,2015-04-04T14:58:16.175Z,"114km N of San Juan, Puerto Rico",earthquake
2015-04-04T13:21:17.290Z,36.1261,-97.5667,5.13,4.2,mb,,67,0.341,0.32,us,us10001txk,2015-04-10T06:59:49.899Z,"19km N of Crescent, Oklahoma",earthquake
2015-04-04T13:05:51.000Z,67.6531,-162.4458,24.4,2.5,ml,17,107.999991360001,,0.53,ak,ak11550714,2015-04-10T20:33:54.594Z,"23km ENE of Noatak, Alaska",earthquake
2015-04-04T12:31:06.280Z,-20.096,-177.7836,528.09,4.5,mb,,133,4.582,0.62,us,us10001txd,2015-04-04T20:34:08.231Z,"113km ENE of Ndoi Island, Fiji",earthquake
2015-04-04T12:11:30.040Z,-5.4692,152.9723,35,4.7,mb,,99,1.503,0.79,us,us10001txb,2015-04-04T20:14:07.928Z,"111km S of Taron, Papua New Guinea",earthquake
2015-04-04T11:52:46.000Z,50.7144,-173.7109,1.9,2.5,ml,9,309.599975232002,,0.3,ak,ak11550706,2015-04-10T20:34:12.566Z,"168km SSE of Atka, Alaska",earthquake
2015-04-04T11:07:45.930Z,50.5572,-173.2523,10,4.4,mb,,196,1.75,1.09,us,us10001tx5,2015-04-10T20:30:38.470Z,"193km SSE of Atka, Alaska",earthquake
2015-04-04T09:11:54.260Z,36.3223,-97.5366,3.94,3,mb_lg,,60,0.403,0.36,us,us10001twi,2015-04-04T17:14:32.810Z,"22km W of Perry, Oklahoma",earthquake
2015-04-04T08:50:02.970Z,36.3233,-97.5333,5,2.7,mb_lg,,35,0.405,0.39,us,us10001twc,2015-04-04T17:06:51.234Z,"22km W of Perry, Oklahoma",earthquake
2015-04-04T08:35:30.030Z,36.3329,-97.5221,5.38,3.7,mb_lg,,18,0.409,0.5,us,us10001tw3,2015-04-04T15:20:30.873Z,"21km WNW of Perry, Oklahoma",earthquake
2015-04-04T08:06:19.050Z,-2.7806,127.6758,24.69,5.5,mb,,30,3.542,0.95,us,us10001tvx,2015-04-04T16:08:57.217Z,"65km WNW of Piru, Indonesia",earthquake
2015-04-04T08:00:46.000Z,51.7745,179.7629,88.9,2.5,ml,,,,0.45,ak,ak11545796,2015-04-10T20:31:59.990Z,"22km SSE of Semisopochnoi Island, Alaska",earthquake
2015-04-04T05:36:20.000Z,59.9612,-141.5759,1.3,2.5,ml,,,,0.8,ak,ak11545748,2015-04-10T20:34:57.225Z,"49km ESE of Cape Yakataga, Alaska",earthquake
2015-04-04T05:27:08.350Z,-17.8242,-174.6089,5.22,4.9,mb,,116,4.751,0.72,us,us10001tvb,2015-04-04T13:29:42.954Z,"112km NW of Neiafu, Tonga",earthquake
2015-04-04T05:02:35.860Z,36.1262,-97.571,4.59,3.4,mb_lg,,103,0.342,0.36,us,us10001tuv,2015-04-04T14:01:45.101Z,"19km N of Crescent, Oklahoma",earthquake
2015-04-04T04:56:22.100Z,19.0527,-68.6775,129,3.7,Md,12,147.6,1.592713,0.58,pr,pr15094000,2015-04-04T12:59:02.159Z,"39km E of Miches, Dominican Republic",earthquake
2015-04-04T04:22:02.620Z,36.4939,-98.9194,5,2.7,mb_lg,,76,0.132,0.32,us,us10001tun,2015-04-04T04:44:05.357Z,"26km ENE of Mooreland, Oklahoma",earthquake
2015-04-04T04:10:31.400Z,36.4691,-98.9254,5,3,mb_lg,,76,0.108,0.65,us,us10001tug,2015-04-04T12:13:13.808Z,"25km E of Mooreland, Oklahoma",earthquake
2015-04-04T04:08:33.500Z,-5.3522,152.9185,10,5.1,mb,,45,1.377,0.86,us,us10001tui,2015-04-04T12:11:17.368Z,"98km S of Taron, Papua New Guinea",earthquake
2015-04-04T03:48:27.000Z,52.1416,179.5517,164.7,2.5,ml,8,197.999984160001,,0.31,ak,ak11550669,2015-04-10T20:32:48.109Z,"21km N of Semisopochnoi Island, Alaska",earthquake
2015-04-04T01:40:52.140Z,36.1866,-97.4188,5,2.9,mb_lg,,33,0.39,0.44,us,us10001tt7,2015-04-04T02:00:12.653Z,"16km SW of Perry, Oklahoma",earthquake
2015-04-04T01:34:18.150Z,-56.1101,-27.2389,59.34,4.9,mb,,73,5.604,0.62,us,us10001tth,2015-04-04T09:36:55.303Z,"65km N of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake
2015-04-04T01:23:28.620Z,36.9055,-97.6263,5,2.9,mb_lg,,28,0.16,0.41,us,us10001tsx,2015-04-04T09:26:07.083Z,"14km S of Caldwell, Kansas",earthquake
2015-04-04T00:49:59.150Z,36.1486,-97.5418,1.03,3.7,mwr,,64,0.358,0.52,us,us10001trx,2015-04-04T22:22:45.921Z,"22km NNE of Crescent, Oklahoma",earthquake
2015-04-04T00:49:13.000Z,51.8273,178.376,115,2.9,ml,,,,0.41,ak,ak11545559,2015-04-10T20:34:39.398Z,"16km SSW of Little Sitkin Island, Alaska",earthquake
2015-04-04T00:48:01.800Z,36.9384,-97.634,4.713,3,ml,,56,,0.62,us,us10001tuc,2015-04-04T08:50:27.508Z,"10km SSW of Caldwell, Kansas",earthquake
2015-04-04T00:33:18.930Z,-3.0288,139.321,35,4.2,mb,,166,7.063,1.47,us,us10001trs,2015-04-04T08:35:57.605Z,"147km WSW of Abepura, Indonesia",earthquake
2015-04-04T00:20:01.800Z,36.9093,-97.6171,1.97,3.3,mb_lg,,42,0.152,0.31,us,us10001trn,2015-04-04T13:54:10.806Z,"13km S of Caldwell, Kansas",earthquake
2015-04-04T00:16:33.790Z,31.1637,-103.247,5,3.3,mb_lg,,95,1.405,0.64,us,us10001trl,2015-04-04T08:19:07.922Z,"37km SE of Pecos, Texas",earthquake
2015-04-04T00:03:52.980Z,36.9337,-97.6224,5.39,2.5,mb_lg,,49,0.14,0.16,us,us10001tu8,2015-04-05T00:28:34.708Z,"11km S of Caldwell, Kansas",earthquake
2015-04-03T22:29:51.420Z,2.5805,127.1328,34.27,4.5,mb,,136,1.811,0.99,us,us10001tr3,2015-04-04T06:32:26.753Z,"135km NW of Tobelo, Indonesia",earthquake
2015-04-03T21:53:01.960Z,-5.5384,152.6649,10,4.2,mb,,100,1.428,1.42,us,us10001tqx,2015-04-04T05:55:33.342Z,"125km SSW of Taron, Papua New Guinea",earthquake
2015-04-03T21:42:50.590Z,37.4868,74.5727,44.34,4.3,mb,,59,3.206,0.93,us,us10001tqr,2015-04-04T05:45:19.195Z,"92km SE of Murghob, Tajikistan",earthquake
2015-04-03T21:28:36.950Z,36.6664,-97.6762,1.07,3.3,mb_lg,,48,0.236,0.21,us,us10001tql,2015-04-03T22:02:21.123Z,"16km SSE of Medford, Oklahoma",earthquake
2015-04-03T21:17:54.750Z,-6.3374,147.7073,28.75,5.4,mb,,19,3.095,1.08,us,us10001tqi,2015-04-06T21:38:55.000Z,"34km NNW of Finschhafen, Papua New Guinea",earthquake
2015-04-03T20:54:00.800Z,36.4872,-98.1516,6.912,3.3,mb_lg,,86,,0.83,us,us10001tq1,2015-04-04T21:43:09.815Z,"12km ESE of Helena, Oklahoma",earthquake
2015-04-03T20:15:23.430Z,-31.8863,179.8386,340.6,4.2,mb,,136,3.261,1.2,us,us10001tpn,2015-04-04T21:38:50.828Z,"129km WSW of L'Esperance Rock, New Zealand",earthquake
2015-04-03T19:59:45.000Z,65.854,-149.4969,16.7,2.7,ml,,,,0.69,ak,ak11545371,2015-04-09T22:35:51.705Z,"110km NNE of Manley Hot Springs, Alaska",earthquake
2015-04-03T19:51:45.000Z,62.9819,-149.3142,75.7,2.7,ml,,,,0.68,ak,ak11545362,2015-04-09T22:36:21.462Z,"46km SSW of Cantwell, Alaska",earthquake
2015-04-03T19:22:26.140Z,-5.0497,153.0288,56.36,5.2,mb,,47,1.212,0.88,us,us10001tnz,2015-04-04T21:30:03.928Z,"64km S of Taron, Papua New Guinea",earthquake
2015-04-03T19:05:05.610Z,-5.3503,152.5614,52.82,4.1,mb,,156,1.217,0.95,us,us10001tnr,2015-04-04T21:20:14.327Z,"110km SSW of Taron, Papua New Guinea",earthquake
2015-04-03T18:48:42.290Z,0.3895,122.0709,122.92,4.8,mb,,51,1.585,0.88,us,us10001tni,2015-04-04T21:18:59.257Z,"34km WSW of Tilamuta, Indonesia",earthquake
2015-04-03T18:42:37.930Z,9.472,-83.8066,10.71,4.6,mwr,,67,0.155,1.4,us,us10001tnh,2015-04-06T01:03:42.949Z,"15km NW of San Isidro, Costa Rica",earthquake
2015-04-03T18:31:08.000Z,-36.045,-73.763,32.2,4.5,mwr,,,,1.95,us,us10001tn5,2015-04-04T21:37:00.422Z,"94km NW of Talcahuano, Chile",earthquake
2015-04-03T18:30:58.060Z,35.6552,-97.2987,3.18,2.5,mb_lg,,52,0.08,0.79,us,us10001u6u,2015-04-05T22:43:25.381Z,"9km N of Jones, Oklahoma",earthquake
2015-04-03T17:53:41.000Z,60.4984,-152.7026,126,2.5,ml,,,,0.36,ak,ak11545326,2015-04-09T22:36:39.724Z,"2km ENE of Redoubt Volcano, Alaska",earthquake
2015-04-03T17:49:33.000Z,65.2662,-149.14,13.7,2.5,ml,,,,0.59,ak,ak11545322,2015-04-09T22:37:35.920Z,"70km NW of Ester, Alaska",earthquake
2015-04-03T17:44:03.410Z,-17.34,-176.9968,382.36,5.2,mb,,19,4.74,1.19,us,us10001tmh,2015-04-04T20:53:36.526Z,"Fiji region",earthquake
2015-04-03T17:15:06.230Z,58.1954,-137.9666,3.72,3.4,ml,,124,1.823,1.01,us,us10001tmd,2015-04-09T22:32:48.843Z,"132km W of Gustavus, Alaska",earthquake
2015-04-03T16:56:18.000Z,44.7736,-113.1673,12.4,2.5,mc,42,82.7999933760005,0.2326637,0.18,mb,mb15881858,2015-04-03T21:01:14.368Z,"48km WNW of Lima, Montana",earthquake
2015-04-03T12:50:45.000Z,62.1627,-150.1967,12.8,2.5,ml,,,,0.83,ak,ak11545198,2015-04-09T22:37:17.251Z,"18km W of Y, Alaska",earthquake
2015-04-03T12:45:21.000Z,10.4652,93.2268,96.66,4.6,mb,,148,1.274,0.74,us,us10001tkc,2015-04-03T20:47:48.109Z,"142km SSE of Port Blair, India",earthquake
2015-04-03T12:37:00.920Z,13.0032,-88.6573,85.04,4.6,mb,,110,0.879,0.97,us,us10001tk0,2015-04-03T20:40:15.447Z,"33km SSW of Puerto El Triunfo, El Salvador",earthquake
2015-04-03T12:32:32.110Z,-22.9478,-176.2757,10,5.3,mb,,45,6.444,1.37,us,us10001tjy,2015-04-03T20:35:13.642Z,"223km SSW of Vaini, Tonga",earthquake
2015-04-03T11:52:45.810Z,-0.6663,122.3118,16.65,4.3,mb,,88,0.592,1.21,us,us10001tjq,2015-04-03T19:55:16.798Z,"61km WNW of Luwuk, Indonesia",earthquake
2015-04-03T10:47:48.940Z,-5.5627,152.959,39.18,4.8,mb,,99,1.576,1.03,us,us10001tjk,2015-04-03T18:50:21.852Z,"121km S of Taron, Papua New Guinea",earthquake
2015-04-03T10:31:18.600Z,-30.3266,-178.9462,10,5.3,mb,,81,1.394,1.1,us,us10001tjh,2015-04-03T18:33:47.502Z,"122km N of L'Esperance Rock, New Zealand",earthquake
2015-04-03T10:05:40.210Z,15.982,-97.9597,26.05,4.4,mb,,234,1.675,1.05,us,us10001tj9,2015-04-03T18:08:24.174Z,"33km S of Santa Maria Huazolotitlan, Mexico",earthquake
2015-04-03T09:11:45.100Z,-5.6281,153.1724,10,4.9,mb,,103,1.745,0.84,us,us10001tj2,2015-04-03T17:14:16.076Z,"129km S of Taron, Papua New Guinea",earthquake
2015-04-03T09:07:06.730Z,36.6465,-97.75,2.12,2.9,mb_lg,,38,0.222,0.32,us,us10001tj1,2015-04-04T03:30:11.505Z,"17km S of Medford, Oklahoma",earthquake
2015-04-03T08:45:23.000Z,53.2366,-165.7036,58.3,2.7,ml,,,,0.53,ak,ak11545127,2015-04-09T22:35:21.153Z,"89km SE of Unalaska, Alaska",earthquake
2015-04-03T08:29:32.000Z,67.5004,-145.9291,28.3,4.6,ml,,,,0.91,ak,ak11545097,2015-04-09T22:33:25.500Z,"55km S of Arctic Village, Alaska",earthquake
2015-04-03T08:19:57.200Z,13.3835,51.1589,10,4.4,mb,,206,2.888,0.85,us,us10001tit,2015-04-03T16:22:32.595Z,"167km N of Bereeda, Somalia",earthquake
2015-04-03T07:34:06.000Z,68.7096,-143.2452,59.9,3.2,ml,,,,1.17,ak,ak11545088,2015-04-09T22:33:42.315Z,"114km NE of Arctic Village, Alaska",earthquake
2015-04-03T07:33:10.000Z,53.286,-169.2375,29.6,3,ml,,,,0.61,ak,ak11545083,2015-04-09T22:34:23.945Z,"45km NNW of Nikolski, Alaska",earthquake
2015-04-03T06:04:17.760Z,1.7956,89.8341,10,4.8,mb,,147,7.754,0.98,us,us10001ti1,2015-04-03T14:06:52.816Z,"North Indian Ocean",earthquake
2015-04-03T04:33:37.400Z,50.0141,156.1932,88.04,4.8,mb,,155,3.238,0.87,us,us10001thw,2015-04-03T12:36:14.003Z,"74km S of Severo-Kuril'sk, Russia",earthquake
2015-04-03T03:48:51.000Z,54.6512,-163.4807,4.8,2.8,ml,,,,0.45,ak,ak11545028,2015-04-09T22:35:02.098Z,"22km S of False Pass, Alaska",earthquake
2015-04-03T03:29:36.700Z,19.2623,-155.373,32.6,2.6,ml,,136.799989056001,0.03593261,0.12,hv,hv60885681,2015-04-03T20:17:43.550Z,"12km ENE of Pahala, Hawaii",earthquake
2015-04-03T03:04:49.620Z,32.8488,-96.9154,5,2.6,mb_lg,,63,0.018,0.77,us,us10001thn,2015-04-06T00:16:36.034Z,"4km NE of Irving, Texas",earthquake
2015-04-03T02:16:49.200Z,36.4695,-98.1768,5,3.5,mb_lg,,70,0.159,0.52,us,us10001thb,2015-04-04T17:08:50.690Z,"11km SE of Helena, Oklahoma",earthquake
2015-04-03T01:58:59.570Z,-20.7993,-67.8119,166.48,4.6,mb,,64,1.418,1.03,us,us10001th6,2015-04-03T02:18:29.099Z,"107km WSW of Colchani, Bolivia",earthquake
2015-04-03T01:32:27.000Z,51.8352,-178.7391,102.2,2.9,ml,,,,0.73,ak,ak11545017,2015-04-09T22:34:43.265Z,"41km W of Tanaga Volcano, Alaska",earthquake
2015-04-03T00:50:48.000Z,60.2684,-152.912,131.4,2.5,ml,,,,0.46,ak,ak11545009,2015-04-09T22:34:01.048Z,"25km SSW of Redoubt Volcano, Alaska",earthquake
2015-04-03T00:24:35.630Z,-5.6154,152.9872,26.28,4.9,mb,,95,1.635,1,us,us10001tgn,2015-04-03T08:27:01.511Z,"127km S of Taron, Papua New Guinea",earthquake
2015-04-02T22:56:50.000Z,58.406,-136.9635,3,2.7,ml,,,,0.61,ak,ak11544984,2015-04-09T01:48:56.665Z,"71km W of Gustavus, Alaska",earthquake
2015-04-02T22:36:21.120Z,32.8534,-96.9366,5.58,3.3,mb_lg,,46,0.013,0.7,us,us10001tg3,2015-04-06T21:02:03.888Z,"4km NNE of Irving, Texas",earthquake
2015-04-02T21:49:03.850Z,-4.2721,143.1799,116.24,4.7,mb,,34,4.729,0.92,us,us10001tfc,2015-04-03T05:52:24.113Z,"37km E of Ambunti, Papua New Guinea",earthquake
2015-04-02T21:00:14.320Z,36.401,-97.3484,4.28,2.5,mb_lg,,42,0.377,0.52,us,us10001tdj,2015-04-02T22:16:16.387Z,"13km NNW of Perry, Oklahoma",earthquake
2015-04-02T20:51:07.330Z,-6.4291,146.9467,22.76,5.4,mb,,12,2.963,0.85,us,us10001td7,2015-04-03T01:52:06.364Z,"32km N of Lae, Papua New Guinea",earthquake
2015-04-02T20:47:13.000Z,60.8842,-152.0078,84.4,2.6,ml,,,,0.62,ak,ak11544830,2015-04-09T01:44:53.893Z,"44km WNW of Nikiski, Alaska",earthquake
2015-04-02T20:25:37.600Z,36.783,-98.0302,9.031,2.5,ml,,99,,0.59,us,us10001te6,2015-04-03T00:56:24.911Z,"26km W of Medford, Oklahoma",earthquake
2015-04-02T19:51:02.000Z,54.5568,-162.1561,41.7,2.6,ml,,,,0.51,ak,ak11544824,2015-04-09T01:46:08.427Z,"78km SSE of Cold Bay, Alaska",earthquake
2015-04-02T19:07:30.000Z,51.7004,-169.9901,150.6,2.8,ml,,,,0.7,ak,ak11544631,2015-04-09T01:45:50.049Z,"114km SSE of Yunaska Island, Alaska",earthquake
2015-04-02T19:04:42.580Z,38.6112,142.0651,63.53,4.5,mb,,79,1.248,1.29,us,us10001tb2,2015-04-03T00:34:59.812Z,"59km SSE of Ofunato, Japan",earthquake
2015-04-02T18:50:15.200Z,32.4093333,-115.211,8.41,3.49,ml,25,106,0.08015,0.4,ci,ci37354952,2015-04-06T02:29:39.761Z,"6km NNW of Delta, B.C., Mexico",earthquake
2015-04-02T18:07:10.030Z,-35.5184,-98.7841,15.7,4.6,mb,,194,20.82,0.83,us,us10001taf,2015-04-03T02:09:48.794Z,"Southeast of Easter Island",earthquake
2015-04-02T17:48:14.000Z,53.1744,-161.0726,22.9,2.7,ml,,,,0.53,ak,ak11549873,2015-04-09T01:48:38.147Z,"205km SSW of Chernabura Island, Alaska",earthquake
2015-04-02T17:42:52.090Z,-23.127,179.3652,543.25,4.7,mb,,72,5.494,1.09,us,us10001ta6,2015-04-03T01:45:33.555Z,"South of the Fiji Islands",earthquake
2015-04-02T16:51:00.000Z,52.5596,-169.5238,57.1,2.5,ml,,,,0.65,ak,ak11544503,2015-04-09T01:46:27.625Z,"61km SW of Nikolski, Alaska",earthquake
2015-04-02T14:26:10.250Z,35.8396667,-119.7943333,5.29,2.54,md,89,53,0.1337,0.19,nc,nc72425031,2015-04-03T02:54:03.970Z,"24km SE of Kettleman City, California",earthquake
2015-04-02T13:54:29.200Z,24.9652,145.9352,35.23,4.8,mb,,150,3.985,1.34,us,us10001t43,2015-04-02T21:57:04.458Z,"East of the Volcano Islands",earthquake
2015-04-02T13:15:05.000Z,59.3443,-153.8548,124.2,4.3,ml,,,,0.74,ak,ak11544339,2015-04-09T01:48:20.925Z,"72km SE of Old Iliamna, Alaska",earthquake
2015-04-02T12:59:43.000Z,58.8811,-152.8187,68.1,2.6,ml,,,,0.58,ak,ak11544335,2015-04-09T01:49:15.490Z,"111km SW of Homer, Alaska",earthquake
2015-04-02T12:55:16.030Z,36.6336667,-121.2506667,10.06,2.93,md,68,55,0.07627,0.06,nc,nc72425016,2015-04-03T13:54:54.738Z,"22km NE of Gonzales, California",earthquake
2015-04-02T12:41:21.010Z,6.5259,126.784,189.01,4.6,mb,,142,5.745,0.55,us,us10001t3m,2015-04-02T20:43:48.760Z,"62km SE of Bobon, Philippines",earthquake
2015-04-02T11:06:44.000Z,51.3239,-179.1991,23.6,2.5,ml,,,,0.42,ak,ak11549853,2015-04-09T01:49:33.437Z,"9km NW of Amatignak Island, Alaska",earthquake
2015-04-02T10:38:06.150Z,32.8678,-96.9124,5,2.7,mb_lg,,115,0.037,0.08,us,us10001t33,2015-04-06T00:06:30.854Z,"6km NNE of Irving, Texas",earthquake
2015-04-02T09:48:21.403Z,41.8729,-119.6432,9.5993,2.98,ml,5,122.03,0.139,0.1921,nn,nn00489054,2015-04-02T17:50:55.233Z,"68km SE of Lakeview, Oregon",earthquake
