time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2015-03-30T01:26:03.740Z,-5.304,152.7281,39.64,4.3,mb,,172,1.24,0.73,us,us10001vcy,2015-04-07T23:27:17.365Z,"98km SSW of Taron, Papua New Guinea",earthquake
2015-03-30T00:43:13.610Z,-5.1207,152.6104,35,5.1,mb,,35,1.025,0.68,us,us10001rw7,2015-04-13T04:27:54.832Z,"86km SSW of Taron, Papua New Guinea",earthquake
2015-03-30T00:40:46.350Z,-18.6842,-70.7309,40.34,4,ml,,226,0.483,0.81,us,us10001rw5,2015-04-14T05:15:23.120Z,"50km WSW of Arica, Chile",earthquake
2015-03-30T00:15:31.410Z,-5.2049,152.6038,42.05,5.7,mb,,19,1.098,1.06,us,us10001rvz,2015-04-13T04:19:32.189Z,"94km SSW of Taron, Papua New Guinea",earthquake
2015-03-29T23:59:51.000Z,61.2286,-150.6277,44.3,2.7,ml,,,,0.54,ak,ak11540475,2015-03-30T08:02:23.034Z,"39km W of Anchorage, Alaska",earthquake
2015-03-29T23:48:31.020Z,-4.7363,152.5576,41,7.5,mww,,19,0.669,1.28,us,us10001rvu,2015-04-15T15:45:58.734Z,"53km SE of Kokopo, Papua New Guinea",earthquake
2015-03-29T23:40:54.000Z,61.9988,-147.5055,35.8,2.6,ml,79,28.7999976960002,,0.6,ak,ak11540408,2015-04-14T05:01:31.568Z,"74km ENE of Sutton-Alpine, Alaska",earthquake
2015-03-29T22:26:22.660Z,19.027,-65.299,46.25,3.7,ml,,268,0.715,1,us,us10001t6l,2015-04-06T23:53:28.272Z,"80km N of Culebra, Puerto Rico",earthquake
2015-03-29T22:23:14.800Z,36.7157,-98.0957,5.232,2.5,ml,,80,,0.7,us,us10001sc6,2015-04-06T23:47:48.043Z,"23km E of Cherokee, Oklahoma",earthquake
2015-03-29T21:51:32.393Z,41.9161,-119.6528,3.4271,2.71,ml,5,120.88,0.111,0.1863,nn,nn00488589,2015-04-06T23:40:19.040Z,"64km ESE of Lakeview, Oregon",earthquake
2015-03-29T21:46:30.610Z,19.5626,122.276,25.1,4.4,mb,,96,2.642,0.58,us,us10001t6k,2015-04-06T23:37:02.773Z,"94km SSE of Uyugan, Philippines",earthquake
2015-03-29T21:39:40.000Z,51.7828,177.5595,71.6,2.5,ml,,,,0.26,ak,ak11540345,2015-04-08T20:27:29.240Z,"35km S of Kiska Volcano, Alaska",earthquake
2015-03-29T20:42:22.000Z,52.1034,-171.4369,23.8,2.7,ml,11,208.799983296001,,0.86,ak,ak11545495,2015-04-04T01:12:20.600Z,"44km SSW of Amukta Island, Alaska",earthquake
2015-03-29T20:33:24.000Z,51.4825,179.7576,57,2.5,ml,,,,0.48,ak,ak11540281,2015-04-08T20:30:29.427Z,"53km SSE of Semisopochnoi Island, Alaska",earthquake
2015-03-29T19:08:13.000Z,61.5877,-141.0717,7.5,3,ml,,,,0.86,ak,ak11540213,2015-04-08T20:27:32.905Z,"179km E of Chitina, Alaska",earthquake
2015-03-29T17:53:22.450Z,-21.1183,-68.818,136.69,4.5,mb,,64,0.629,1.27,us,us10001rss,2015-03-30T01:56:00.637Z,"149km N of Calama, Chile",earthquake
2015-03-29T16:10:01.000Z,51.6173,178.8613,65.4,2.6,ml,16,194.399984448001,,0.47,ak,ak11541953,2015-04-04T01:12:38.074Z,"44km SE of Little Sitkin Island, Alaska",earthquake
2015-03-29T15:48:50.000Z,19.384,-155.2778,2.6,2.7,Ml,,46.8,0,0.1,hv,hv60882801,2015-04-08T21:28:48.040Z,"6km SW of Volcano, Hawaii",earthquake
2015-03-29T14:35:38.710Z,2.7064,125.8505,81.4,4.9,mb,,85,2.447,1,us,us10001rs1,2015-03-29T22:38:21.586Z,"158km NNE of Bitung, Indonesia",earthquake
2015-03-29T14:24:00.590Z,28.5212,66.4184,13.91,4.2,mb,,173,6.405,0.54,us,us10001rrz,2015-03-29T22:26:35.146Z,"15km ENE of Surab, Pakistan",earthquake
2015-03-29T14:20:28.400Z,36.1852,-97.4227,6.448,2.6,mb_lg,,61,,0.19,us,us10001sbq,2015-04-01T15:20:47.372Z,"16km SW of Perry, Oklahoma",earthquake
2015-03-29T13:09:15.000Z,60.1892,-152.7251,91.9,2.5,ml,,,,0.57,ak,ak11540083,2015-04-04T01:13:30.963Z,"33km S of Redoubt Volcano, Alaska",earthquake
2015-03-29T13:03:35.880Z,37.5611667,-118.8615,6.77,2.86,ml,33,69,0.03863,0.03,nc,nc72419800,2015-03-30T22:23:04.878Z,"13km SE of Mammoth Lakes, California",earthquake
2015-03-29T12:50:30.700Z,18.6385,-68.777,138,3.5,Md,10,342,1.58822142,0.23,pr,pr15088002,2015-04-11T08:19:17.040Z,"7km WNW of Salvaleon de Higuey, Dominican Republic",earthquake
2015-03-29T12:41:05.400Z,18.4172,-66.4113,104,3,Md,9,165.6,0.12666246,0.2,pr,pr15088001,2015-04-11T08:11:04.040Z,"3km SW of Vega Baja, Puerto Rico",earthquake
2015-03-29T11:21:10.000Z,60.3678,-152.8274,127.8,2.5,ml,,,,0.71,ak,ak11540032,2015-04-11T08:06:58.040Z,"13km SSW of Redoubt Volcano, Alaska",earthquake
2015-03-29T10:15:09.500Z,36.5131,-99.0122,5,2.6,ml,,230,,0.48,us,us10001sh9,2015-04-10T09:10:09.060Z,"19km ENE of Mooreland, Oklahoma",earthquake
2015-03-29T09:30:38.940Z,38.8246667,-122.8075,3.24,2.8,md,83,23,0.002378,0.04,nc,nc72419740,2015-03-30T20:11:06.016Z,"6km NW of The Geysers, California",earthquake
2015-03-29T07:50:53.590Z,1.6397,126.4488,38.46,5.6,mb,,31,1.259,0.73,us,us10001rqx,2015-03-31T16:06:21.000Z,"139km NW of Kota Ternate, Indonesia",earthquake
2015-03-29T07:00:19.180Z,-56.2557,-25.0205,23.98,4.9,mb,,73,6.844,0.81,us,us10001rqu,2015-03-29T15:02:55.467Z,"143km ENE of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake
2015-03-29T06:21:37.000Z,51.5763,177.8124,52.3,4,ml,26,197.999984160001,,0.55,ak,ak11539896,2015-04-04T01:11:44.929Z,"60km SSE of Kiska Volcano, Alaska",earthquake
2015-03-29T05:06:01.150Z,35.8363,-97.4736,4.53,3.1,mb_lg,,54,0.042,0.3,us,us10001rqm,2015-03-31T04:53:56.528Z,"6km SW of Guthrie, Oklahoma",earthquake
2015-03-29T04:48:08.590Z,36.1252,-97.5612,5,2.6,mb_lg,,67,0.339,0.26,us,us10001rqh,2015-03-29T12:50:38.511Z,"19km N of Crescent, Oklahoma",earthquake
2015-03-29T04:16:15.570Z,27.0627,57.722,10,4.9,mb,,100,2.512,0.54,us,us10001rqc,2015-03-29T12:18:47.428Z,"64km E of Minab, Iran",earthquake
2015-03-29T03:23:22.340Z,31.3853,130.5347,143.71,4.7,mb,,117,0.142,0.61,us,us10001rq6,2015-03-29T11:25:52.625Z,"19km S of Kagoshima-shi, Japan",earthquake
2015-03-29T02:59:35.920Z,36.1714,-97.4435,5,2.6,mb_lg,,62,0.374,0.38,us,us10001rq2,2015-03-29T11:02:13.822Z,"19km SW of Perry, Oklahoma",earthquake
2015-03-29T02:39:22.000Z,18.7898,-67.0466,78,2.8,Md,4,273.6,0.32519013,0.14,pr,pr15088000,2015-03-29T10:41:58.053Z,"32km N of Isabela, Puerto Rico",earthquake
2015-03-29T02:25:57.460Z,42.9724,142.052,157.37,4.1,mb,,120,0.463,0.61,us,us10001rpw,2015-03-29T10:28:25.979Z,"34km SE of Iwamizawa, Japan",earthquake
2015-03-29T01:45:13.300Z,-20.9487,-175.9856,218.81,4.5,mb,,129,5.993,1.12,us,us10001rph,2015-03-29T09:47:44.202Z,"82km WNW of Havelu, Tonga",earthquake
2015-03-29T01:33:46.900Z,-48.8169,106.5689,10,4.5,mb,,127,21.02,0.47,us,us10001rpg,2015-03-29T09:36:20.742Z,"Southeast Indian Ridge",earthquake
2015-03-29T00:49:01.000Z,63.0464,-150.8255,123.4,2.5,ml,,,,0.39,ak,ak11539776,2015-04-04T01:10:35.885Z,"88km NNW of Talkeetna, Alaska",earthquake
2015-03-29T00:44:58.280Z,45.6955,26.4338,143.61,4.5,mb,,19,0.399,1.13,us,us10001rp6,2015-03-29T19:49:01.484Z,"15km ESE of Comandau, Romania",earthquake
2015-03-29T00:27:14.500Z,-26.0584,179.8603,489.7,4.8,mb,,57,3.731,1.27,us,us10001rp0,2015-03-29T08:29:42.564Z,"South of the Fiji Islands",earthquake
2015-03-28T23:50:06.000Z,60.0344,-152.6011,91.9,2.8,ml,,,,0.54,ak,ak11539762,2015-04-02T02:10:39.951Z,"50km S of Redoubt Volcano, Alaska",earthquake
2015-03-28T23:03:13.400Z,36.2766,-97.5077,2.15,2.8,mb_lg,,35,0.446,0.57,us,us10001rnc,2015-03-28T23:14:37.345Z,"19km W of Perry, Oklahoma",earthquake
2015-03-28T22:28:51.770Z,0.4007,122.0017,123.89,5.8,mb,,33,1.409,1.06,us,us10001rmk,2015-03-31T15:42:32.000Z,"40km WSW of Tilamuta, Indonesia",earthquake
2015-03-28T22:19:35.420Z,-9.8151,-78.5177,56.77,5,mb,,156,2.714,0.97,us,us10001rmh,2015-03-29T06:22:15.163Z,"48km NW of Huarmey, Peru",earthquake
2015-03-28T21:48:14.090Z,-9.114,-71.3255,605.47,4.4,mb,,80,6.129,0.76,us,us10001rm2,2015-03-28T22:40:42.906Z,"122km SSW of Tarauaca, Brazil",earthquake
2015-03-28T21:40:35.900Z,36.2801,-97.5297,1.39,2.8,mb_lg,,35,0.429,0.34,us,us10001rlv,2015-03-29T05:43:19.092Z,"21km W of Perry, Oklahoma",earthquake
2015-03-28T21:25:46.330Z,36.6467,-97.8458,6.21,2.8,mb_lg,,44,0.179,0.49,us,us10001rlh,2015-03-29T05:28:18.616Z,"20km SSW of Medford, Oklahoma",earthquake
2015-03-28T20:19:45.050Z,10.9615,-86.966,10,4.3,mb,,177,1.276,0.77,us,us10001t5n,2015-04-05T04:14:24.152Z,"103km SSW of Masachapa, Nicaragua",earthquake
2015-03-28T19:59:36.450Z,36.5726,-97.6928,1.54,2.8,mb_lg,,48,0.243,0.36,us,us10001rkq,2015-03-29T04:02:11.678Z,"25km NE of Enid, Oklahoma",earthquake
2015-03-28T19:16:35.430Z,-18.111,177.0483,53.17,5.2,mb,,114,1.023,0.93,us,us10001rk3,2015-03-29T21:34:06.133Z,"52km SW of Nadi, Fiji",earthquake
2015-03-28T18:49:51.000Z,51.4481,-178.9301,25.6,2.5,ml,9,194.399984448001,,0.52,ak,ak11543978,2015-04-03T00:51:52.264Z,"24km NNE of Amatignak Island, Alaska",earthquake
2015-03-28T18:41:12.550Z,-7.2524,128.3463,164.22,4.8,mb,,30,3.015,0.97,us,us10001rjk,2015-03-31T16:11:16.501Z,"Kepulauan Barat Daya, Indonesia",earthquake
2015-03-28T18:36:21.160Z,-22.2705,-179.466,589.09,4.3,mb,,111,5.07,0.65,us,us10001t5h,2015-04-02T20:29:15.315Z,"196km SSW of Ndoi Island, Fiji",earthquake
2015-03-28T18:18:01.690Z,2.0848,126.6815,51.91,4.6,mb,,98,1.473,0.87,us,us10001rjf,2015-03-31T15:51:35.560Z,"152km WNW of Tobelo, Indonesia",earthquake
2015-03-28T17:30:37.180Z,-0.7498,133.7969,32,4.4,mb,,106,2.652,0.71,us,us10001rj9,2015-03-31T15:04:14.481Z,"34km WNW of Manokwari, Indonesia",earthquake
2015-03-28T16:44:14.400Z,-31.0209,-174.899,15.15,4.6,mb,,273,3.165,1.22,us,us10001rj5,2015-03-29T00:46:43.835Z,"Kermadec Islands region",earthquake
2015-03-28T16:36:54.130Z,-22.1924,-68.5549,112,5.6,mww,,29,0.532,1.15,us,us10001rig,2015-03-29T14:56:21.000Z,"49km NE of Calama, Chile",earthquake
2015-03-28T16:27:29.590Z,11.1555,-86.7683,48.4,4.8,mb,,174,1.004,1.22,us,us10001rie,2015-03-29T00:30:09.288Z,"75km SSW of Masachapa, Nicaragua",earthquake
2015-03-28T16:10:50.660Z,36.2599,-97.5234,5,2.6,mb_lg,,62,0.444,0.67,us,us10001ri7,2015-03-29T00:13:32.889Z,"21km W of Perry, Oklahoma",earthquake
2015-03-28T15:39:01.240Z,31.0256,-103.0519,2.53,2.9,mb_lg,,98,1.619,0.89,us,us10001rhs,2015-03-28T23:41:41.418Z,"22km NW of Fort Stockton, Texas",earthquake
2015-03-28T15:31:26.100Z,19.6002,-66.2236,104,3.4,Md,8,291.6,1.15253851,0.27,pr,pr15087004,2015-03-28T23:33:58.095Z,"126km N of San Juan, Puerto Rico",earthquake
2015-03-28T14:44:39.800Z,19.617,-66.1067,63,3.3,Md,12,270,1.20194585,0.25,pr,pr15087003,2015-03-28T22:47:20.990Z,"127km N of San Juan, Puerto Rico",earthquake
2015-03-28T14:39:45.400Z,-26.3055,178.7603,649.74,4.8,mb,,189,8.544,0.43,us,us10001rh8,2015-03-28T22:42:21.508Z,"South of the Fiji Islands",earthquake
2015-03-28T11:23:10.240Z,36.5403,-98.8947,7.02,2.7,mb_lg,,45,0.182,0.51,us,us10001rge,2015-03-28T19:25:46.617Z,"29km ENE of Mooreland, Oklahoma",earthquake
2015-03-28T11:08:54.700Z,36.5187,-98.9193,5,3.1,mb_lg,,29,0.153,0.45,us,us10001rg9,2015-03-29T04:31:31.372Z,"27km ENE of Mooreland, Oklahoma",earthquake
2015-03-28T10:43:18.800Z,35.485,-96.5264,5,2.9,mb_lg,,43,0.489,0.57,us,us10001rg3,2015-03-28T11:23:25.372Z,"3km WSW of Boley, Oklahoma",earthquake
2015-03-28T10:12:06.400Z,36.8187,-97.6945,2.13,2.9,mb_lg,,26,0.136,0.4,us,us10001rfw,2015-03-28T10:51:18.724Z,"3km ENE of Medford, Oklahoma",earthquake
2015-03-28T10:03:38.800Z,17.8642,-66.9531,9,2.7,Md,11,259.2,0.13115403,0.14,pr,pr15087001,2015-03-28T18:06:20.078Z,"12km SSW of Guanica, Puerto Rico",earthquake
2015-03-28T09:07:13.000Z,59.0322,-153.4238,5.8,2.7,ml,,,,0.79,ak,ak11539284,2015-04-02T02:11:48.132Z,"116km SE of Old Iliamna, Alaska",earthquake
2015-03-28T09:07:07.740Z,-20.2044,-178.5118,601.96,4.3,mb,,115,4.068,0.87,us,us10001rfm,2015-03-28T17:09:54.915Z,"53km NNE of Ndoi Island, Fiji",earthquake
2015-03-28T06:34:28.000Z,59.8918,-153.0177,121,2.9,ml,,,,0.32,ak,ak11539204,2015-04-02T02:12:06.187Z,"67km WNW of Anchor Point, Alaska",earthquake
2015-03-28T06:32:24.590Z,34.3912,141.821,26.52,4.6,mb,,125,2.101,0.92,us,us10001rf9,2015-03-28T06:54:54.472Z,"161km ESE of Katsuura, Japan",earthquake
2015-03-28T06:26:46.000Z,52.0209,-173.2093,114.3,3.8,ml,,,,0.85,ak,ak11539201,2015-04-02T02:10:19.285Z,"70km ESE of Atka, Alaska",earthquake
2015-03-28T04:45:41.800Z,19.3052,-64.6741,67,2.8,Md,10,284.4,0.88484055,0.31,pr,pr15087000,2015-03-28T12:48:24.624Z,"98km N of Road Town, British Virgin Islands",earthquake
2015-03-28T01:19:32.200Z,4.9867,127.3421,105.75,4.6,mb,,103,4.186,0.61,us,us10001rek,2015-03-28T09:22:11.254Z,"199km SE of Pondaguitan, Philippines",earthquake
2015-03-28T01:08:27.510Z,40.6723,52.6715,62.49,4,mb,,75,5.033,0.95,us,us10001rei,2015-03-28T09:11:05.671Z,"76km NNW of Turkmenbasy, Turkmenistan",earthquake
2015-03-28T00:19:53.200Z,19.3227,-155.3755,29.9,2.8,Ml,,82.8,0.01796631,0.11,hv,hv60881986,2015-04-13T22:12:16.429Z,"17km NE of Pahala, Hawaii",earthquake
2015-03-28T00:16:42.050Z,-36.1989,-100.3658,10,4.8,mb,,70,17.843,0.67,us,us10001re8,2015-04-12T21:21:02.493Z,"Southeast of Easter Island",earthquake
2015-03-27T23:34:54.380Z,35.7293,26.6368,67.9,5.2,mww,,41,0.464,1.03,us,us10001rdw,2015-04-12T21:15:39.760Z,"57km WNW of Karpathos, Greece",earthquake
2015-03-27T23:31:44.000Z,51.5784,-178.1572,2.6,3.1,ml,20,190.799984736001,,0.81,ak,ak11539048,2015-04-02T21:50:12.672Z,"34km S of Tanaga Volcano, Alaska",earthquake
2015-03-27T22:45:52.220Z,31.5143333,-115.6986667,15.7,3.06,ml,6,138,0.5084,0.17,ci,ci37351240,2015-03-28T06:48:24.428Z,"85km ESE of Maneadero, B.C., Mexico",earthquake
2015-03-27T22:45:43.000Z,52.3505,-171.8261,86.4,2.7,ml,6,194.399984448001,,0.69,ak,ak11544760,2015-04-02T22:52:16.391Z,"41km WSW of Amukta Island, Alaska",earthquake
2015-03-27T21:59:39.270Z,-1.2012,-77.5836,195.03,5.5,mww,,25,1.671,0.68,us,us10001rcr,2015-04-12T05:42:23.921Z,"35km SE of Tena, Ecuador",earthquake
2015-03-27T21:44:25.610Z,7.5565,126.5607,151.07,4.3,mb,,70,1.087,0.91,us,us10001rcm,2015-04-12T05:09:04.533Z,"1km S of Baganga, Philippines",earthquake
2015-03-27T21:16:08.800Z,48.1678,-114.1956,11.4,2.8,mc,33,97.1999922240006,0.1931378,0.24,mb,mb15465103,2015-04-12T05:42:14.410Z,"8km SE of Evergreen, Montana",earthquake
2015-03-27T20:42:18.000Z,53.3798,-170.008,209.7,3.2,ml,16,172.799986176001,,0.39,ak,ak11544751,2015-04-02T21:49:54.360Z,"90km WNW of Nikolski, Alaska",earthquake
2015-03-27T20:25:18.460Z,4.8532,96.1413,43.43,4.6,mb,,81,0.885,0.92,us,us10001rb8,2015-03-28T17:02:37.443Z,"43km SSW of Reuleuet, Indonesia",earthquake
2015-03-27T20:22:40.300Z,36.5124,-99.034,7.03,2.9,ml,,233,,0.67,us,us10001rbx,2015-03-28T16:35:14.394Z,"17km ENE of Mooreland, Oklahoma",earthquake
2015-03-27T20:20:33.680Z,37.0393,-97.9128,7.26,3.1,mb_lg,,24,0.076,0.68,us,us10001rb6,2015-03-28T16:03:00.690Z,"16km SE of Anthony, Kansas",earthquake
2015-03-27T19:35:09.000Z,51.2368,-175.0656,25.2,2.7,ml,14,259.199979264002,,0.38,ak,ak11538662,2015-04-02T21:51:46.100Z,"122km SSW of Atka, Alaska",earthquake
2015-03-27T19:09:39.690Z,22.4535,121.5941,19.38,4.2,mwr,,89,0.597,1.38,us,us10001raj,2015-03-28T15:48:47.089Z,"57km SE of Taitung City, Taiwan",earthquake
2015-03-27T18:51:49.320Z,9.8818,93.3768,91.69,5,mb,,64,1.869,1.01,us,us10001rae,2015-03-28T15:39:23.776Z,"208km SSE of Port Blair, India",earthquake
2015-03-27T18:13:52.630Z,18.0917,-70.6115,20.77,4.7,mb,,27,0.386,0.69,us,us10001ra3,2015-03-28T15:16:10.218Z,"21km SSW of Sabana Buey, Dominican Republic",earthquake
2015-03-27T17:46:56.510Z,47.7166667,-120.054,0.62,2.5,ml,12,84,0.06917,0.16,uw,uw60989671,2015-03-28T14:47:47.040Z,"7km N of Waterville, Washington",earthquake
2015-03-27T16:53:48.320Z,36.226,-120.3573333,9.96,2.5,md,77,55,0.02604,0.09,nc,nc72418550,2015-03-28T06:42:05.578Z,"9km N of Coalinga, California",earthquake
2015-03-27T16:39:57.000Z,60.0315,-153.5564,169.2,2.6,ml,,,,0.63,ak,ak11538579,2015-04-02T21:52:53.817Z,"67km SW of Redoubt Volcano, Alaska",earthquake
2015-03-27T16:39:03.870Z,36.1278,-97.25,5,3.2,mb_lg,,58,0.369,0.4,us,us10001r91,2015-03-27T20:31:36.149Z,"17km W of Stillwater, Oklahoma",earthquake
2015-03-27T16:31:02.000Z,51.2019,-175.0472,25.5,2.6,ml,10,262.799978976002,,0.32,ak,ak11538575,2015-04-02T21:52:34.564Z,"125km SSW of Atka, Alaska",earthquake
2015-03-27T16:19:21.470Z,36.3425,-97.1235,3.08,2.7,mb_lg,,66,0.376,0.21,us,us10001raa,2015-03-28T01:11:02.107Z,"15km ENE of Perry, Oklahoma",earthquake
2015-03-27T15:36:57.470Z,33.9298333,-116.032,2.13,3.67,ml,74,47,0.07597,0.27,ci,ci37350736,2015-04-03T15:52:47.380Z,"24km S of Twentynine Palms, California",earthquake
2015-03-27T15:01:48.000Z,61.954,-150.0653,6.5,2.7,ml,,,,0.69,ak,ak11538467,2015-04-02T21:51:07.532Z,"23km N of Willow, Alaska",earthquake
2015-03-27T14:55:51.400Z,50.7902,177.8968,29.5,5.2,mb,,149,1.062,0.98,us,us10001r7s,2015-04-02T22:49:36.814Z,"135km SSW of Little Sitkin Island, Alaska",earthquake
2015-03-27T14:39:36.340Z,37.2362,141.3728,10,4.9,mb,,127,0.783,0.96,us,us10001r7q,2015-03-27T18:26:26.423Z,"42km SE of Namie, Japan",earthquake
2015-03-27T13:56:24.790Z,1.4688,126.3085,53.85,5.3,mb,,69,1.264,1.24,us,us10001r7c,2015-03-27T21:58:59.126Z,"125km E of Bitung, Indonesia",earthquake
2015-03-27T13:42:37.150Z,36.233,-120.3561667,10.13,2.65,md,81,52,0.01952,0.06,nc,nc72418415,2015-03-28T08:04:05.741Z,"10km N of Coalinga, California",earthquake
2015-03-27T13:30:14.330Z,36.2271667,-120.3526667,10.89,4.11,mw,86,50,0.02347,0.1,nc,nc72418390,2015-03-28T17:35:18.555Z,"9km N of Coalinga, California",earthquake
2015-03-27T13:29:25.700Z,36.2248333,-120.3553333,10.57,2.74,md,81,54,0.02642,0.07,nc,nc72418385,2015-03-28T07:37:04.671Z,"9km N of Coalinga, California",earthquake
2015-03-27T13:14:43.000Z,51.9204,-176.2456,128.7,3.4,ml,,,,0.49,ak,ak11538389,2015-04-02T22:53:01.053Z,"28km E of Adak, Alaska",earthquake
2015-03-27T13:12:10.660Z,41.8541,-119.6435,7.5667,2.93,ml,5,124.28,0.151,0.1445,nn,nn00488308,2015-03-27T21:14:53.003Z,"69km ESE of Lakeview, Oregon",earthquake
2015-03-27T12:56:45.600Z,35.8131,-97.4532,5.484,2.8,ml,,69,,0.6,us,us10001r7f,2015-03-29T21:42:50.957Z,"7km SSW of Guthrie, Oklahoma",earthquake
2015-03-27T12:53:48.300Z,19.5142,-155.2732,21.7,2.7,Ml,,50.4,0.05389892,0.12,hv,hv60881701,2015-03-27T20:56:19.018Z,"9km NNW of Volcano, Hawaii",earthquake
2015-03-27T12:32:18.350Z,37.2704,141.2688,35,4.8,mb,,121,0.708,0.92,us,us10001r6d,2015-03-27T13:40:44.865Z,"33km SE of Namie, Japan",earthquake
2015-03-27T12:16:14.000Z,57.9976,-157.1869,16.6,2.6,ml,,,,0.41,ak,ak11538336,2015-04-02T22:53:40.747Z,"82km SSW of King Salmon, Alaska",earthquake
2015-03-27T10:32:16.540Z,36.2107,-97.0212,5,3,mb_lg,,34,0.256,0.75,us,us10001r54,2015-03-28T02:25:11.236Z,"11km NNE of Stillwater, Oklahoma",earthquake
2015-03-27T09:18:43.000Z,58.1129,-157.0386,5.8,2.9,ml,22,158.399987328001,,0.54,ak,ak11544707,2015-04-02T22:51:39.064Z,"67km SSW of King Salmon, Alaska",earthquake
2015-03-27T08:05:20.190Z,50.8454,179.4467,21.42,4.2,mb,,231,0.54,1,us,us10001r4t,2015-04-02T21:46:36.512Z,"111km WSW of Amatignak Island, Alaska",earthquake
2015-03-27T07:55:35.630Z,-12.5577,166.7009,133.06,4.8,mb,,70,2.913,0.65,us,us10001r4q,2015-03-27T15:58:05.296Z,"173km NNW of Sola, Vanuatu",earthquake
2015-03-27T07:55:00.290Z,36.2235,-120.3543333,10.63,2.67,md,81,55,0.02737,0.08,nc,nc72418255,2015-03-28T08:32:04.796Z,"9km N of Coalinga, California",earthquake
2015-03-27T07:33:12.510Z,36.2223333,-120.346,9.42,2.5,md,19,79,0.02702,0.05,nc,nc71090399,2015-03-28T05:46:05.470Z,"9km N of Coalinga, California",earthquake
2015-03-27T07:32:32.210Z,36.2273333,-120.3546667,10.83,3.35,ml,81,55,0.02392,0.08,nc,nc72418215,2015-03-28T05:19:04.417Z,"9km N of Coalinga, California",earthquake
2015-03-27T07:25:54.000Z,51.1499,179.4645,34.8,2.5,ml,10,251.999979840002,,0.34,ak,ak11544697,2015-04-02T21:53:12.224Z,"89km S of Semisopochnoi Island, Alaska",earthquake
2015-03-27T06:28:47.000Z,58.0576,-156.9703,9,2.8,ml,,,,0.44,ak,ak11538230,2015-04-02T22:53:20.123Z,"72km SSW of King Salmon, Alaska",earthquake
2015-03-27T06:15:10.500Z,19.287,-66.434,39,3.2,Md,9,280.8,0.80938207,0.27,pr,pr15086003,2015-03-27T14:17:38.614Z,"91km N of Tierras Nuevas Poniente, Puerto Rico",earthquake
2015-03-27T06:01:37.000Z,53.0997,-161.8333,39.9,2.9,ml,,,,0.4,ak,ak11544687,2015-04-02T22:51:57.401Z,"220km SSE of False Pass, Alaska",earthquake
2015-03-27T05:35:56.000Z,59.897,-153.2279,127.8,2.5,ml,,,,0.55,ak,ak11538196,2015-04-02T21:46:46.319Z,"70km SSW of Redoubt Volcano, Alaska",earthquake
2015-03-27T04:58:04.000Z,58.0747,-157.4003,0.4,3,ml,,,,0.49,ak,ak11538174,2015-04-15T05:34:06.632Z,"80km SSW of King Salmon, Alaska",earthquake
2015-03-27T04:50:04.000Z,58.0296,-157.0603,14,4.3,ml,,,,0.74,ak,ak11538150,2015-04-15T05:51:36.629Z,"76km SSW of King Salmon, Alaska",earthquake
2015-03-27T04:05:26.590Z,-0.3444,122.9384,89.32,4.2,mb,,67,0.712,0.98,us,us10001ss1,2015-04-15T05:28:35.213Z,"69km NNE of Luwuk, Indonesia",earthquake
2015-03-27T03:57:52.490Z,-1.2512,135.8862,27.62,4,mb,,159,3.994,0.55,us,us10001ss2,2015-04-15T05:12:26.431Z,"205km ESE of Manokwari, Indonesia",earthquake
2015-03-27T03:54:14.600Z,36.5126,-98.9756,5,2.5,mb_lg,,216,,0.44,us,us10001s1n,2015-04-15T05:04:21.935Z,"22km ENE of Mooreland, Oklahoma",earthquake
2015-03-27T03:39:05.970Z,2.001,96.7933,28.58,4.9,mb,,61,1.044,0.59,us,us10001r3u,2015-04-15T04:29:57.943Z,"70km SE of Sinabang, Indonesia",earthquake
2015-03-27T03:29:20.000Z,-29.912,-71.278,58.1,3.9,ml,,,,1.83,us,us10001r3r,2015-04-15T04:07:50.221Z,"2km WSW of La Serena, Chile",earthquake
2015-03-27T03:28:15.000Z,58.0781,-156.995,9.5,2.5,ml,,,,0.55,ak,ak11538142,2015-04-15T04:01:07.003Z,"70km SSW of King Salmon, Alaska",earthquake
2015-03-27T03:21:33.100Z,39.9338,143.5854,36.65,4.4,mb,,136,2.104,0.59,us,us10001r3q,2015-04-15T03:42:56.152Z,"143km ENE of Miyako, Japan",earthquake
2015-03-27T03:14:29.000Z,56.5264,-157.0135,17.2,2.5,ml,12,165.599986752001,,0.68,ak,ak11544664,2015-04-15T03:41:05.678Z,"112km ENE of Chignik Lake, Alaska",earthquake
2015-03-27T03:10:55.200Z,36.1388,-96.8284,3.359,2.8,mb_lg,,102,,0.51,us,us10001r3m,2015-04-15T03:38:38.740Z,"11km WNW of Yale, Oklahoma",earthquake
2015-03-27T03:04:07.310Z,36.3644,143.1172,10,5.4,mww,,38,2.367,0.58,us,us10001r3k,2015-04-15T03:41:21.531Z,"213km ESE of Iwaki, Japan",earthquake
2015-03-27T02:58:36.000Z,58.0869,-157.0247,7.5,3.1,ml,,,,0.6,ak,ak11538124,2015-04-15T02:53:36.816Z,"70km SSW of King Salmon, Alaska",earthquake
